"","date","median.flow.3monthlag","max.flow.3monthlag","date.of.max.flow.3monthlag","fall.rate.3monthlag","rise.rate.3monthlag","reversals.3monthlag","inflows.3monthlag","inflows.upperqtl.3monthlag","inflows.lowerqtl.3monthlag","minDO.oakcity.3monthlag","minDO.jamesville.3monthlag","days.over.10k.3monthlag","days.over.15k.3monthlag","days.over.20k.3monthlag","days.over.30k.3monthlag","median.flow.2monthlag","max.flow.2monthlag","date.of.max.flow.2monthlag","fall.rate.2monthlag","rise.rate.2monthlag","reversals.2monthlag","inflows.2monthlag","inflows.upperqtl.2monthlag","inflows.lowerqtl.2monthlag","minDO.oakcity.2monthlag","minDO.jamesville.2monthlag","days.over.10k.2monthlag","days.over.15k.2monthlag","days.over.20k.2monthlag","days.over.30k.2monthlag","median.flow.1monthlag","max.flow.1monthlag","date.of.max.flow.1monthlag","fall.rate.1monthlag","rise.rate.1monthlag","reversals.1monthlag","inflows.1monthlag","inflows.upperqtl.1monthlag","inflows.lowerqtl.1monthlag","minDO.oakcity.1monthlag","minDO.jamesville.1monthlag","days.over.10k.1monthlag","days.over.15k.1monthlag","days.over.20k.1monthlag","days.over.30k.1monthlag","median.monthly.flow","max.monthly.flow","date.of.monthly.max.flow","monthly.fall.rate","monthly.rise.rate","monthly.reversals","monthly.inflows","inflows.upperquartile","inflows.lowerquartile","minDO.oakcity","minDO.jamesville","days.over.10k","days.over.15k","days.over.20k","days.over.30k"
"224",1997-01-01,3220,13700,279,412.5,480,19,7078.38709677419,1,0,NA,NA,21,16,0,0,8115,13400,309,90,140,19,7332.73333333333,1,0,NA,NA,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",1997-02-01,8115,13400,309,90,140,19,7332.73333333333,1,0,NA,NA,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",1997-06-01,16300,21600,75,1400,800,18,15714.935483871,1,0,NA,NA,28,22,11,0,7900,22300,121,100,625,9,12667.6333333333,0,0,NA,NA,9,6,1,0,14500,22600,135,410,70,3,8746.77419354839,0,0,NA,NA,20,15,14,0,7520,12200,171,30,60,17,6530.3,0,0,NA,NA,9,0,0,0
"227",1997-07-01,7900,22300,121,100,625,9,12667.6333333333,0,0,NA,NA,9,6,1,0,14500,22600,135,410,70,3,8746.77419354839,0,0,NA,NA,20,15,14,0,7520,12200,171,30,60,17,6530.3,0,0,NA,NA,9,0,0,0,4050,10200,191,1755,1845,17,3493.96774193548,0,0,NA,NA,1,0,0,0
"228",1997-08-01,14500,22600,135,410,70,3,8746.77419354839,0,0,NA,NA,20,15,14,0,7520,12200,171,30,60,17,6530.3,0,0,NA,NA,9,0,0,0,4050,10200,191,1755,1845,17,3493.96774193548,0,0,NA,NA,1,0,0,0,3110,7230,228,820,550,16,2694.90322580645,0,0,NA,NA,0,0,0,0
"229",1997-09-01,7520,12200,171,30,60,17,6530.3,0,0,NA,NA,9,0,0,0,4050,10200,191,1755,1845,17,3493.96774193548,0,0,NA,NA,1,0,0,0,3110,7230,228,820,550,16,2694.90322580645,0,0,NA,NA,0,0,0,0,2825,4130,256,190,160,9,2813.7,0,0,NA,NA,0,0,0,0
"230",1997-10-01,4050,10200,191,1755,1845,17,3493.96774193548,0,0,NA,NA,1,0,0,0,3110,7230,228,820,550,16,2694.90322580645,0,0,NA,NA,0,0,0,0,2825,4130,256,190,160,9,2813.7,0,0,NA,NA,0,0,0,0,18200,19800,280,600,150,13,2736.25806451613,0,0,NA,NA,0,0,0,0
"231",1997-11-01,3110,7230,228,820,550,16,2694.90322580645,0,0,NA,NA,0,0,0,0,2825,4130,256,190,160,9,2813.7,0,0,NA,NA,0,0,0,0,18200,19800,280,600,150,13,2736.25806451613,0,0,NA,NA,0,0,0,0,6860,13500,327,2130,3545,14,4036.76666666667,0,0,NA,NA,0,0,0,0
"232",1997-12-01,2825,4130,256,190,160,9,2813.7,0,0,NA,NA,0,0,0,0,18200,19800,280,600,150,13,2736.25806451613,0,0,NA,NA,0,0,0,0,6860,13500,327,2130,3545,14,4036.76666666667,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",1998-01-01,18200,19800,280,600,150,13,2736.25806451613,0,0,NA,NA,0,0,0,0,6860,13500,327,2130,3545,14,4036.76666666667,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",1998-02-01,6860,13500,327,2130,3545,14,4036.76666666667,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",1998-06-01,24800,35400,87,350,300,8,22445.1290322581,1,0,NA,NA,31,31,27,10,18900,24900,92,300,100,6,16548.8666666667,1,0,NA,NA,30,30,9,0,19000,19100,137,100,100,11,12256.6451612903,1,0,NA,NA,31,31,0,0,6410,18500,153,1000,1750,9,4679.83333333333,0,0,NA,4.1,10,3,0,0
"236",1998-07-01,18900,24900,92,300,100,6,16548.8666666667,1,0,NA,NA,30,30,9,0,19000,19100,137,100,100,11,12256.6451612903,1,0,NA,NA,31,31,0,0,6410,18500,153,1000,1750,9,4679.83333333333,0,0,NA,4.1,10,3,0,0,3790,7750,203,330,385,18,2779.38709677419,0,0,NA,5.9,0,0,0,0
"237",1998-08-01,19000,19100,137,100,100,11,12256.6451612903,1,0,NA,NA,31,31,0,0,6410,18500,153,1000,1750,9,4679.83333333333,0,0,NA,4.1,10,3,0,0,3790,7750,203,330,385,18,2779.38709677419,0,0,NA,5.9,0,0,0,0,2870,8260,238,275,330,17,2768.61290322581,0,0,NA,6.1,0,0,0,0
"238",1998-09-01,6410,18500,153,1000,1750,9,4679.83333333333,0,0,NA,4.1,10,3,0,0,3790,7750,203,330,385,18,2779.38709677419,0,0,NA,5.9,0,0,0,0,2870,8260,238,275,330,17,2768.61290322581,0,0,NA,6.1,0,0,0,0,3135,6080,274,545,250,8,1685.4,0,1,7,6,0,0,0,0
"239",1998-10-01,3790,7750,203,330,385,18,2779.38709677419,0,0,NA,5.9,0,0,0,0,2870,8260,238,275,330,17,2768.61290322581,0,0,NA,6.1,0,0,0,0,3135,6080,274,545,250,8,1685.4,0,1,7,6,0,0,0,0,2310,6070,282,560,320,16,1755.22580645161,0,1,8.1,6.6,0,0,0,0
"240",1998-11-01,2870,8260,238,275,330,17,2768.61290322581,0,0,NA,6.1,0,0,0,0,3135,6080,274,545,250,8,1685.4,0,1,7,6,0,0,0,0,2310,6070,282,560,320,16,1755.22580645161,0,1,8.1,6.6,0,0,0,0,5840,8320,320,160,815,14,2084.96666666667,0,1,NA,NA,0,0,0,0
"241",1998-12-01,3135,6080,274,545,250,8,1685.4,0,1,7,6,0,0,0,0,2310,6070,282,560,320,16,1755.22580645161,0,1,8.1,6.6,0,0,0,0,5840,8320,320,160,815,14,2084.96666666667,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",1999-01-01,2310,6070,282,560,320,16,1755.22580645161,0,1,8.1,6.6,0,0,0,0,5840,8320,320,160,815,14,2084.96666666667,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",1999-02-01,5840,8320,320,160,815,14,2084.96666666667,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",1999-06-01,2020,12000,64,220,50,16,6485.41935483871,0,1,NA,NA,1,0,0,0,6530,8690,101,80,30,10,6155.9,0,1,NA,NA,0,0,0,0,5900,6600,132,45,80,13,4895.54838709677,0,0,NA,NA,0,0,0,0,3395,5890,153,70,40,13,1757.73333333333,0,1,NA,NA,0,0,0,0
"245",1999-07-01,6530,8690,101,80,30,10,6155.9,0,1,NA,NA,0,0,0,0,5900,6600,132,45,80,13,4895.54838709677,0,0,NA,NA,0,0,0,0,3395,5890,153,70,40,13,1757.73333333333,0,1,NA,NA,0,0,0,0,2940,11300,191,500,1850,18,2281.12903225806,0,1,NA,NA,2,0,0,0
"246",1999-08-01,5900,6600,132,45,80,13,4895.54838709677,0,0,NA,NA,0,0,0,0,3395,5890,153,70,40,13,1757.73333333333,0,1,NA,NA,0,0,0,0,2940,11300,191,500,1850,18,2281.12903225806,0,1,NA,NA,2,0,0,0,3020,5700,214,260,20,11,1174.77419354839,0,1,NA,5.6,0,0,0,0
"247",1999-09-01,3395,5890,153,70,40,13,1757.73333333333,0,1,NA,NA,0,0,0,0,2940,11300,191,500,1850,18,2281.12903225806,0,1,NA,NA,2,0,0,0,3020,5700,214,260,20,11,1174.77419354839,0,1,NA,5.6,0,0,0,0,8245,17900,260,135,280,9,10931.3333333333,1,0,3.7,4.4,2,1,0,0
"248",1999-10-01,2940,11300,191,500,1850,18,2281.12903225806,0,1,NA,NA,2,0,0,0,3020,5700,214,260,20,11,1174.77419354839,0,1,NA,5.6,0,0,0,0,8245,17900,260,135,280,9,10931.3333333333,1,0,3.7,4.4,2,1,0,0,2570,5410,275,15,45,10,5968.51612903226,1,0,NA,3.3,10,0,0,0
"249",1999-11-01,3020,5700,214,260,20,11,1174.77419354839,0,1,NA,5.6,0,0,0,0,8245,17900,260,135,280,9,10931.3333333333,1,0,3.7,4.4,2,1,0,0,2570,5410,275,15,45,10,5968.51612903226,1,0,NA,3.3,10,0,0,0,1825,4320,330,50,305,11,3258.8,0,0,NA,NA,0,0,0,0
"250",1999-12-01,8245,17900,260,135,280,9,10931.3333333333,1,0,3.7,4.4,2,1,0,0,2570,5410,275,15,45,10,5968.51612903226,1,0,NA,3.3,10,0,0,0,1825,4320,330,50,305,11,3258.8,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",2000-01-01,2570,5410,275,15,45,10,5968.51612903226,1,0,NA,3.3,10,0,0,0,1825,4320,330,50,305,11,3258.8,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",2000-02-01,1825,4320,330,50,305,11,3258.8,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",2000-06-01,3470,9690,77,1030,1360,14,6971.83870967742,0,1,NA,NA,0,0,0,0,8575,18600,119,30,100,12,10881.2333333333,0,0,NA,NA,11,6,0,0,6080,18600,122,585,40,9,4847.96774193548,0,0,NA,NA,5,2,0,0,8015,9430,172,90,115,16,6182.4,0,0,6.2,5.4,0,0,0,0
"254",2000-07-01,8575,18600,119,30,100,12,10881.2333333333,0,0,NA,NA,11,6,0,0,6080,18600,122,585,40,9,4847.96774193548,0,0,NA,NA,5,2,0,0,8015,9430,172,90,115,16,6182.4,0,0,6.2,5.4,0,0,0,0,3750,8610,208,1700,810,17,3085.54838709677,0,0,5.7,4.8,0,0,0,0
"255",2000-08-01,6080,18600,122,585,40,9,4847.96774193548,0,0,NA,NA,5,2,0,0,8015,9430,172,90,115,16,6182.4,0,0,6.2,5.4,0,0,0,0,3750,8610,208,1700,810,17,3085.54838709677,0,0,5.7,4.8,0,0,0,0,3170,10300,244,770,220,17,2716.8064516129,0,0,5.7,4.7,1,0,0,0
"256",2000-09-01,8015,9430,172,90,115,16,6182.4,0,0,6.2,5.4,0,0,0,0,3750,8610,208,1700,810,17,3085.54838709677,0,0,5.7,4.8,0,0,0,0,3170,10300,244,770,220,17,2716.8064516129,0,0,5.7,4.7,1,0,0,0,5745,12600,256,1740,1195,11,4352.8,1,0,5.7,5.7,7,0,0,0
"257",2000-10-01,3750,8610,208,1700,810,17,3085.54838709677,0,0,5.7,4.8,0,0,0,0,3170,10300,244,770,220,17,2716.8064516129,0,0,5.7,4.7,1,0,0,0,5745,12600,256,1740,1195,11,4352.8,1,0,5.7,5.7,7,0,0,0,8550,13700,275,105,535,19,1860.64516129032,0,1,7.5,7.2,0,0,0,0
"258",2000-11-01,3170,10300,244,770,220,17,2716.8064516129,0,0,5.7,4.7,1,0,0,0,5745,12600,256,1740,1195,11,4352.8,1,0,5.7,5.7,7,0,0,0,8550,13700,275,105,535,19,1860.64516129032,0,1,7.5,7.2,0,0,0,0,2850,8260,308,895,760,15,2171.23333333333,0,1,NA,NA,0,0,0,0
"259",2000-12-01,5745,12600,256,1740,1195,11,4352.8,1,0,5.7,5.7,7,0,0,0,8550,13700,275,105,535,19,1860.64516129032,0,1,7.5,7.2,0,0,0,0,2850,8260,308,895,760,15,2171.23333333333,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",2001-01-01,8550,13700,275,105,535,19,1860.64516129032,0,1,7.5,7.2,0,0,0,0,2850,8260,308,895,760,15,2171.23333333333,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",2001-02-01,2850,8260,308,895,760,15,2171.23333333333,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",2001-06-01,4060,12700,87,1465,2870,18,10827.064516129,0,0,NA,NA,4,0,0,0,10290,18300,98,615,90,7,7192.3,0,0,NA,NA,15,11,0,0,4860,7290,152,50,40,11,6347.06451612903,0,0,NA,NA,0,0,0,0,7705,9900,158,575,320,12,4375.56666666667,0,0,4.1,3.3,0,0,0,0
"263",2001-07-01,10290,18300,98,615,90,7,7192.3,0,0,NA,NA,15,11,0,0,4860,7290,152,50,40,11,6347.06451612903,0,0,NA,NA,0,0,0,0,7705,9900,158,575,320,12,4375.56666666667,0,0,4.1,3.3,0,0,0,0,3630,10800,194,830,610,19,2053.77419354839,0,1,5.4,4.6,5,0,0,0
"264",2001-08-01,4860,7290,152,50,40,11,6347.06451612903,0,0,NA,NA,0,0,0,0,7705,9900,158,575,320,12,4375.56666666667,0,0,4.1,3.3,0,0,0,0,3630,10800,194,830,610,19,2053.77419354839,0,1,5.4,4.6,5,0,0,0,3350,7090,220,470,750,19,2033.64516129032,0,0,5.7,NA,0,0,0,0
"265",2001-09-01,7705,9900,158,575,320,12,4375.56666666667,0,0,4.1,3.3,0,0,0,0,3630,10800,194,830,610,19,2053.77419354839,0,1,5.4,4.6,5,0,0,0,3350,7090,220,470,750,19,2033.64516129032,0,0,5.7,NA,0,0,0,0,3190,7560,255,1030,430,8,1123.26666666667,0,1,6.3,NA,0,0,0,0
"266",2001-10-01,3630,10800,194,830,610,19,2053.77419354839,0,1,5.4,4.6,5,0,0,0,3350,7090,220,470,750,19,2033.64516129032,0,0,5.7,NA,0,0,0,0,3190,7560,255,1030,430,8,1123.26666666667,0,1,6.3,NA,0,0,0,0,2840,4930,285,435,830,17,840.516129032258,0,1,7,7.1,0,0,0,0
"267",2001-11-01,3350,7090,220,470,750,19,2033.64516129032,0,0,5.7,NA,0,0,0,0,3190,7560,255,1030,430,8,1123.26666666667,0,1,6.3,NA,0,0,0,0,2840,4930,285,435,830,17,840.516129032258,0,1,7,7.1,0,0,0,0,2650,6350,307,1050,515,15,1120.26666666667,0,1,NA,NA,0,0,0,0
"268",2001-12-01,3190,7560,255,1030,430,8,1123.26666666667,0,1,6.3,NA,0,0,0,0,2840,4930,285,435,830,17,840.516129032258,0,1,7,7.1,0,0,0,0,2650,6350,307,1050,515,15,1120.26666666667,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",2002-01-01,2840,4930,285,435,830,17,840.516129032258,0,1,7,7.1,0,0,0,0,2650,6350,307,1050,515,15,1120.26666666667,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",2002-02-01,2650,6350,307,1050,515,15,1120.26666666667,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",2002-06-01,1900,2010,62,15,10,12,4505.87096774194,0,1,NA,NA,0,0,0,0,1990,2030,119,10,10,9,2394.53333333333,0,1,NA,NA,0,0,0,0,2600,2850,138,25,20,13,3809.96774193548,0,1,NA,NA,0,0,0,0,2630,2720,179,10,10,8,788.666666666667,0,1,4.9,6.9,0,0,0,0
"272",2002-07-01,1990,2030,119,10,10,9,2394.53333333333,0,1,NA,NA,0,0,0,0,2600,2850,138,25,20,13,3809.96774193548,0,1,NA,NA,0,0,0,0,2630,2720,179,10,10,8,788.666666666667,0,1,4.9,6.9,0,0,0,0,3730,4160,207,130,230,11,685.387096774194,0,1,6.3,5.5,0,0,0,0
"273",2002-08-01,2600,2850,138,25,20,13,3809.96774193548,0,1,NA,NA,0,0,0,0,2630,2720,179,10,10,8,788.666666666667,0,1,4.9,6.9,0,0,0,0,3730,4160,207,130,230,11,685.387096774194,0,1,6.3,5.5,0,0,0,0,2730,3170,224,55,130,17,595.870967741935,0,1,5.6,5.3,0,0,0,0
"274",2002-09-01,2630,2720,179,10,10,8,788.666666666667,0,1,4.9,6.9,0,0,0,0,3730,4160,207,130,230,11,685.387096774194,0,1,6.3,5.5,0,0,0,0,2730,3170,224,55,130,17,595.870967741935,0,1,5.6,5.3,0,0,0,0,2530,2590,260,10,10,7,1333.9,0,1,6.2,5.8,0,0,0,0
"275",2002-10-01,3730,4160,207,130,230,11,685.387096774194,0,1,6.3,5.5,0,0,0,0,2730,3170,224,55,130,17,595.870967741935,0,1,5.6,5.3,0,0,0,0,2530,2590,260,10,10,7,1333.9,0,1,6.2,5.8,0,0,0,0,2110,4450,277,540,510,18,5489.06451612903,0,0,7.6,6.1,0,0,0,0
"276",2002-11-01,2730,3170,224,55,130,17,595.870967741935,0,1,5.6,5.3,0,0,0,0,2530,2590,260,10,10,7,1333.9,0,1,6.2,5.8,0,0,0,0,2110,4450,277,540,510,18,5489.06451612903,0,0,7.6,6.1,0,0,0,0,2010,2120,335,10,20,11,8916.8,1,0,NA,NA,8,7,0,0
"277",2002-12-01,2530,2590,260,10,10,7,1333.9,0,1,6.2,5.8,0,0,0,0,2110,4450,277,540,510,18,5489.06451612903,0,0,7.6,6.1,0,0,0,0,2010,2120,335,10,20,11,8916.8,1,0,NA,NA,8,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",2003-01-01,2110,4450,277,540,510,18,5489.06451612903,0,0,7.6,6.1,0,0,0,0,2010,2120,335,10,20,11,8916.8,1,0,NA,NA,8,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",2003-02-01,2010,2120,335,10,20,11,8916.8,1,0,NA,NA,8,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",2003-06-01,21300,28400,91,350,550,9,22968.7741935484,1,0,NA,NA,31,28,24,0,33800,34500,116,400,200,10,22582.7,1,0,NA,NA,30,30,30,18,20100,28000,122,1100,150,7,19796.6774193548,1,0,NA,NA,31,20,16,0,24300,24600,173,100,100,11,21399.6333333333,1,0,5.2,3.6,30,30,29,0
"281",2003-07-01,33800,34500,116,400,200,10,22582.7,1,0,NA,NA,30,30,30,18,20100,28000,122,1100,150,7,19796.6774193548,1,0,NA,NA,31,20,16,0,24300,24600,173,100,100,11,21399.6333333333,1,0,5.2,3.6,30,30,29,0,24300,24500,184,300,100,8,10459.2903225806,1,0,5,3.5,31,30,25,0
"282",2003-08-01,20100,28000,122,1100,150,7,19796.6774193548,1,0,NA,NA,31,20,16,0,24300,24600,173,100,100,11,21399.6333333333,1,0,5.2,3.6,30,30,29,0,24300,24500,184,300,100,8,10459.2903225806,1,0,5,3.5,31,30,25,0,14400,19700,225,200,400,6,12898.5161290323,1,0,4.3,NA,31,13,0,0
"283",2003-09-01,24300,24600,173,100,100,11,21399.6333333333,1,0,5.2,3.6,30,30,29,0,24300,24500,184,300,100,8,10459.2903225806,1,0,5,3.5,31,30,25,0,14400,19700,225,200,400,6,12898.5161290323,1,0,4.3,NA,31,13,0,0,9635,20200,272,140,410,5,14833.9,1,0,5.4,0,10,7,5,0
"284",2003-10-01,24300,24500,184,300,100,8,10459.2903225806,1,0,5,3.5,31,30,25,0,14400,19700,225,200,400,6,12898.5161290323,1,0,4.3,NA,31,13,0,0,9635,20200,272,140,410,5,14833.9,1,0,5.4,0,10,7,5,0,2420,3190,293,20,100,9,4693.48387096774,0,0,6.3,4.3,13,3,1,0
"285",2003-11-01,14400,19700,225,200,400,6,12898.5161290323,1,0,4.3,NA,31,13,0,0,9635,20200,272,140,410,5,14833.9,1,0,5.4,0,10,7,5,0,2420,3190,293,20,100,9,4693.48387096774,0,0,6.3,4.3,13,3,1,0,6265,19700,325,675,760,12,8170.8,1,0,NA,NA,0,0,0,0
"286",2003-12-01,9635,20200,272,140,410,5,14833.9,1,0,5.4,0,10,7,5,0,2420,3190,293,20,100,9,4693.48387096774,0,0,6.3,4.3,13,3,1,0,6265,19700,325,675,760,12,8170.8,1,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",2004-01-01,2420,3190,293,20,100,9,4693.48387096774,0,0,6.3,4.3,13,3,1,0,6265,19700,325,675,760,12,8170.8,1,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",2004-02-01,6265,19700,325,675,760,12,8170.8,1,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",2004-06-01,2980,8690,61,780,445,19,6316.83870967742,0,1,NA,NA,0,0,0,0,8055,14900,107,100,95,12,9999.96666666667,0,0,NA,NA,11,0,0,0,8000,8200,133,35,40,10,5522.90322580645,0,0,6.2,5.5,0,0,0,0,8065,9410,180,285,80,13,6274.36666666667,0,0,6.4,5.5,0,0,0,0
"290",2004-07-01,8055,14900,107,100,95,12,9999.96666666667,0,0,NA,NA,11,0,0,0,8000,8200,133,35,40,10,5522.90322580645,0,0,6.2,5.5,0,0,0,0,8065,9410,180,285,80,13,6274.36666666667,0,0,6.4,5.5,0,0,0,0,4740,6970,183,495,405,14,4286.45161290323,0,0,5.5,4.8,0,0,0,0
"291",2004-08-01,8000,8200,133,35,40,10,5522.90322580645,0,0,6.2,5.5,0,0,0,0,8065,9410,180,285,80,13,6274.36666666667,0,0,6.4,5.5,0,0,0,0,4740,6970,183,495,405,14,4286.45161290323,0,0,5.5,4.8,0,0,0,0,8460,19700,230,360,1000,10,7537.09677419355,1,0,5.3,5,15,2,0,0
"292",2004-09-01,8065,9410,180,285,80,13,6274.36666666667,0,0,6.4,5.5,0,0,0,0,4740,6970,183,495,405,14,4286.45161290323,0,0,5.5,4.8,0,0,0,0,8460,19700,230,360,1000,10,7537.09677419355,1,0,5.3,5,15,2,0,0,11200,15500,254,545,1470,12,9479.76666666667,1,0,5.3,4.4,14,2,0,0
"293",2004-10-01,4740,6970,183,495,405,14,4286.45161290323,0,0,5.5,4.8,0,0,0,0,8460,19700,230,360,1000,10,7537.09677419355,1,0,5.3,5,15,2,0,0,11200,15500,254,545,1470,12,9479.76666666667,1,0,5.3,4.4,14,2,0,0,9610,20100,275,800,540,14,8316.03225806452,1,0,6.6,NA,28,0,0,0
"294",2004-11-01,8460,19700,230,360,1000,10,7537.09677419355,1,0,5.3,5,15,2,0,0,11200,15500,254,545,1470,12,9479.76666666667,1,0,5.3,4.4,14,2,0,0,9610,20100,275,800,540,14,8316.03225806452,1,0,6.6,NA,28,0,0,0,8195,8390,318,110,130,18,10529.5666666667,1,0,NA,NA,0,0,0,0
"295",2004-12-01,11200,15500,254,545,1470,12,9479.76666666667,1,0,5.3,4.4,14,2,0,0,9610,20100,275,800,540,14,8316.03225806452,1,0,6.6,NA,28,0,0,0,8195,8390,318,110,130,18,10529.5666666667,1,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",2005-01-01,9610,20100,275,800,540,14,8316.03225806452,1,0,6.6,NA,28,0,0,0,8195,8390,318,110,130,18,10529.5666666667,1,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",2005-02-01,8195,8390,318,110,130,18,10529.5666666667,1,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",2005-06-01,8170,19600,90,65,360,17,13638.8387096774,0,0,NA,NA,7,6,0,0,8280,19000,92,130,50,8,8865.53333333333,0,0,NA,NA,10,8,0,0,6740,7670,127,30,10,12,5810.16129032258,0,0,NA,NA,0,0,0,0,6590,8900,168,20,30,13,3785.73333333333,0,0,6.1,5.4,0,0,0,0
